,Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
519,,2.5.1.18,Escherichia coli,R520,Glutathione transferase,R07024,MRL,C00051; C14802,C14804,Km_C14804: 0.223690674; Km_C00051: 0.223690674; Km_C14802: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
520,,2.5.1.18,Escherichia coli,R521,Glutathione transferase,R07025,MRL,C00051; C14800,C14805,Km_C14805: 0.223690674; Km_C00051: 0.223690674; Km_C14800: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
521,,2.5.1.18,Escherichia coli,R522,Glutathione transferase,R07026,MRL,C00051; C14800,C14806,Km_C14806: 0.223690674; Km_C00051: 0.223690674; Km_C14800: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
522,,2.5.1.18,Escherichia coli,R523,Glutathione transferase,R07069,MRL,C00051; C14839,C14847,Km_C14847: 0.223690674; Km_C00051: 0.223690674; Km_C14839: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
523,,2.5.1.18,Escherichia coli,R524,Glutathione transferase,R07070,MRL,C00051; C14840,C14848,Km_C14848: 0.223690674; Km_C00051: 0.223690674; Km_C14840: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
524,,2.5.1.18,Escherichia coli,R525,Glutathione transferase,R07083,MRL,C00051; C14851,C14855,Km_C14855: 0.223690674; Km_C00051: 0.223690674; Km_C14851: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
525,,2.5.1.18,Escherichia coli,R526,Glutathione transferase,R07084,MRL,C00051; C14852,C00001; C14856,Km_C00001: 0.51449573; Km_C14856: 0.369093202; Km_C00051: 0.223690674; Km_C14852: 0.369093202,Kcat_F: 3.716250068; Kcat_R: 1.028129516,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
526,,2.5.1.18,Escherichia coli,R527,Glutathione transferase,R07091,MRL,C00051; C14858,C14861,Km_C14861: 0.223690674; Km_C00051: 0.223690674; Km_C14858: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
527,,2.5.1.18,Escherichia coli,R528,Glutathione transferase,R07092,MRL,C00051; C14857,C01327; C14865,Km_C01327: 0.498653144; Km_C14865: 0.361171909; Km_C00051: 0.223690674; Km_C14857: 0.361171909,Kcat_F: 3.716250068; Kcat_R: 1.262349787,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
528,,2.5.1.18,Escherichia coli,R529,Glutathione transferase,R08280,MRL,C00051; C07645,C00001; C11583,Km_C00001: 0.51449573; Km_C11583: 0.118064001; Km_C00051: 0.223690674; Km_C07645: 0.089868411,Kcat_F: 1.8939561835; Kcat_R: 0.6236543769999999,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
529,,2.5.1.18,Escherichia coli,R530,Glutathione transferase,R09409,MRL,C00051; C19586,C11278,Km_C11278: 0.129867101; Km_C00051: 0.223690674; Km_C19586: 0.036043528,Kcat_F: 1.86838826; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
534,,2.4.2.10,Escherichia coli,R535,Orotate phosphoribosyltransferase,R08231,MRL,C00119; C07649,C00013; C16634,Km_C00013: 0.013; Km_C16634: 0.02548404; Km_C00119: 0.039; Km_C07649: 0.02445212,Kcat_F: 5.258614572; Kcat_R: 0.108425891,C07649;C01103;C16634;C00119;C00013;C00295,C00119_KI: 0.043476243;C00295_KI: 0.0246075;C01103_KI: 0.02659604;C00013_KI: 0.050830618;C07649_KI: 0.02445212;C16634_KI: 0.0339925042,
536,,1.1.1.23,Escherichia coli,R537,Histidinol dehydrogenase,R01158,MRL,C00001; C00003; C00860,C00004; C00080; C00135,Km_C00004: 0.074691504; Km_C00080: 1.283319831; Km_C00135: 0.307249427; Km_C00001: 1.913829327; Km_C00003: 0.198191151; Km_C00860: 0.170614094,Kcat_F: 16.91198426; Kcat_R: 59.60342936000001,C00004;C00080;C00001;C01929;C00003;C00860;C00135,C01929_KI: 0.236634284;C00860_KI: 0.170614094;C00135_KI: 0.307249427;C00001_KI: 1.913829327;C00003_KI: 0.198191151;C00004_KI: 0.074691504;C00080_KI: 1.283319831,
541,,6.3.2.12,Escherichia coli,R542,Dihydrofolate synthase,R01654,MRL,C00002; C00025; C00234,C00008; C00009; C05928,Km_C00008: 0.025629699; Km_C00009: 0.527247429; Km_C05928: 0.018879184; Km_C00002: 0.017911417; Km_C00025: 0.67721951; Km_C00234: 0.018488349,Kcat_F: 0.462520528; Kcat_R: 0.4516578293333333,C00234;C00415;C05928;C00009;C00025;C00008;C00002;C00921,C00002_KI: 0.017911417;C00025_KI: 0.67721951;C00008_KI: 0.025629699;C05928_KI: 0.018879184;C00415_KI: 0.008226737;C00009_KI: 0.527247429;C00921_KI: 0.004285821;C00234_KI: 0.018488349,
554,,3.1.3.23,Escherichia coli,R555,Sugar-phosphatase,R00804,MRL,C00001; C00934,C00009; C11477,Km_C00009: 1.493807197; Km_C11477: 0.029106706; Km_C00001: 1.780349255; Km_C00934: 1.1010877193333333,Kcat_F: 1.568699909; Kcat_R: 0.012529496,C00001;C11477;C00934;C00009,C00009_KI: 1.493807197;C00001_KI: 1.780349255;C00934_KI: 1.1010877193333333;C11477_KI: 0.029106706,
557,,3.5.4.16,Escherichia coli,R558,Gtp cyclohydrolase i,R00424,MRL,C00001; C00044,C00058; C04895,Km_C00058: 2.090657711; Km_C04895: 0.103207149; Km_C00001: 1.314337969; Km_C00044: 0.201622397,Kcat_F: 2.828738227; Kcat_R: 8.696477815,C00058;C04895;C06148;C00001;C05923;C05922;C00044,C00001_KI: 1.314337969;C06148_KI: 0.141518265;C00058_KI: 2.090657711;C04895_KI: 0.103207149;C00044_KI: 0.201622397;C05923_KI: 0.115295619;C05922_KI: 0.155562088,
562,,2.7.7.56,Escherichia coli,R563,Trna nucleotidyltransferase,R07285,MRL,C00009,C00066; C00454,Km_C00066: 1.240532398; Km_C00454: 1.240532398; Km_C00009: 1.240532398,Kcat_F: 0.260392996; Kcat_R: 19.78221183941891,C00066;C00454;C00009,C00454_KI: 1.240532398;C00066_KI: 1.240532398;C00009_KI: 1.240532398,
